"persona","cognome","nome","dataNascita","nato","luogoNascita","genere","collegio","nomeGruppo","sigla","commissione","aggiornamento"
"http://dati.camera.it/ocd/persona.rdf/p307918","DE BERTOLDI","ANDREA","19660512","nato a BOLZANO, BOLZANO, TRENTINO ALTO-ADIGE, il 12.05.1966","BOLZANO","male","TRENTINO-ALTO ADIGE/SÜDTIROL - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VI COMMISSIONE (FINANZE)",2025-11-07 13:19:49
"http://dati.camera.it/ocd/persona.rdf/p308921","MIELE","GIOVANNA","19800724","nato a LATINA, LATINA, LAZIO, il 24.07.1980","LATINA","female","LAZIO 2 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2025-11-07 13:19:56
"http://dati.camera.it/ocd/persona.rdf/p308921","MIELE","GIOVANNA","19800724","nato a LATINA, LATINA, LAZIO, il 24.07.1980","LATINA","female","LAZIO 2 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE PER L'INFANZIA E L'ADOLESCENZA",2025-11-07 13:19:56
"http://dati.camera.it/ocd/persona.rdf/p307632","CENTEMERO","GIULIO","19790130","nato a MILANO, MILANO, LOMBARDIA, il 30.01.1979","MILANO","male","LOMBARDIA 3 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","ASSEMBLEA PARLAMENTARE DELL'UNIONE PER IL MEDITERRANEO (AP-UPM)",2025-11-07 13:19:56
"http://dati.camera.it/ocd/persona.rdf/p307632","CENTEMERO","GIULIO","19790130","nato a MILANO, MILANO, LOMBARDIA, il 30.01.1979","MILANO","male","LOMBARDIA 3 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","UNIONE INTERPARLAMENTARE",2025-11-07 13:19:56
"http://dati.camera.it/ocd/persona.rdf/p307632","CENTEMERO","GIULIO","19790130","nato a MILANO, MILANO, LOMBARDIA, il 30.01.1979","MILANO","male","LOMBARDIA 3 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DEL MEDITERRANEO (PAM)",2025-11-07 13:19:56
"http://dati.camera.it/ocd/persona.rdf/p307632","CENTEMERO","GIULIO","19790130","nato a MILANO, MILANO, LOMBARDIA, il 30.01.1979","MILANO","male","LOMBARDIA 3 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE DI VIGILANZA SULL'ANAGRAFE TRIBUTARIA",2025-11-07 13:19:56
"http://dati.camera.it/ocd/persona.rdf/p307632","CENTEMERO","GIULIO","19790130","nato a MILANO, MILANO, LOMBARDIA, il 30.01.1979","MILANO","male","LOMBARDIA 3 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE DI VIGILANZA SULLA CASSA DEPOSITI E PRESTITI",2025-11-07 13:19:56
"http://dati.camera.it/ocd/persona.rdf/p307632","CENTEMERO","GIULIO","19790130","nato a MILANO, MILANO, LOMBARDIA, il 30.01.1979","MILANO","male","LOMBARDIA 3 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VI COMMISSIONE (FINANZE)",2025-11-07 13:19:56
"http://dati.camera.it/ocd/persona.rdf/p307683","DARA","ANDREA","19790107","nato a CASTEL GOFFREDO, MANTOVA, LOMBARDIA, il 07.01.1979","CASTEL GOFFREDO","male","LOMBARDIA 4 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI",2025-11-08 13:17:17
"http://dati.camera.it/ocd/persona.rdf/p307683","DARA","ANDREA","19790107","nato a CASTEL GOFFREDO, MANTOVA, LOMBARDIA, il 07.01.1979","CASTEL GOFFREDO","male","LOMBARDIA 4 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2025-11-08 13:17:17
"http://dati.camera.it/ocd/persona.rdf/p307680","CECCHETTI","FABRIZIO","19771203","nato a RHO, MILANO, LOMBARDIA, il 03.12.1977","RHO","male","LOMBARDIA 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","UFFICIO DI PRESIDENZA",2025-11-08 13:17:28
"http://dati.camera.it/ocd/persona.rdf/p307680","CECCHETTI","FABRIZIO","19771203","nato a RHO, MILANO, LOMBARDIA, il 03.12.1977","RHO","male","LOMBARDIA 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO DI VIGILANZA SULL'ATTIVITA' DI DOCUMENTAZIONE",2025-11-08 13:17:28
"http://dati.camera.it/ocd/persona.rdf/p307680","CECCHETTI","FABRIZIO","19771203","nato a RHO, MILANO, LOMBARDIA, il 03.12.1977","RHO","male","LOMBARDIA 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","IV COMMISSIONE (DIFESA)",2025-11-08 13:17:28
"http://dati.camera.it/ocd/persona.rdf/p307571","STEFANI","ALBERTO","19921116","nato a CAMPOSAMPIERO, PADOVA, VENETO, il 16.11.1992","CAMPOSAMPIERO","male","VENETO 2 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE PER L'ATTUAZIONE DEL FEDERALISMO FISCALE",2025-11-08 13:17:32
"http://dati.camera.it/ocd/persona.rdf/p307571","STEFANI","ALBERTO","19921116","nato a CAMPOSAMPIERO, PADOVA, VENETO, il 16.11.1992","CAMPOSAMPIERO","male","VENETO 2 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-11-08 13:17:32
"http://dati.camera.it/ocd/persona.rdf/p50115","GIORGETTI","GIANCARLO","19661216","nato a CAZZAGO BRABBIA, VARESE, LOMBARDIA, il 16.12.1966","CAZZAGO BRABBIA","male","LOMBARDIA 2 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2024-01-26 12:44:09
"http://dati.camera.it/ocd/persona.rdf/p302824","BITONCI","MASSIMO","19650624","nato a PADOVA, PADOVA, VENETO, il 24.06.1965","PADOVA","male","VENETO 2 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2024-01-26 12:44:37
"http://dati.camera.it/ocd/persona.rdf/p308837","FRENI","FEDERICO","19800701","nato a ROMA, ROMA, LAZIO, il 01.07.1980","ROMA","male","LAZIO 1 - P03","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VI COMMISSIONE (FINANZE)",2024-01-26 12:45:07
"http://dati.camera.it/ocd/persona.rdf/p307210","DI LAURO","CARMELA","19880324","nato a VICO EQUENSE, NAPOLI, CAMPANIA, il 24.03.1988","VICO EQUENSE","female","CAMPANIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","XII COMMISSIONE (AFFARI SOCIALI)",2025-11-06 13:18:46
"http://dati.camera.it/ocd/persona.rdf/p307210","DI LAURO","CARMELA","19880324","nato a VICO EQUENSE, NAPOLI, CAMPANIA, il 24.03.1988","VICO EQUENSE","female","CAMPANIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE PER L'INFANZIA E L'ADOLESCENZA",2025-11-06 13:18:46
"http://dati.camera.it/ocd/persona.rdf/p308818","MORFINO","DANIELA","19740514","nato a PALERMO, PALERMO, SICILIA, il 14.05.1974","PALERMO","female","SICILIA 1 - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FEMMINICIDIO, NONCHE' SU OGNI FORMA DI VIOLENZA DI GENERE",2025-11-06 13:19:02
"http://dati.camera.it/ocd/persona.rdf/p308818","MORFINO","DANIELA","19740514","nato a PALERMO, PALERMO, SICILIA, il 14.05.1974","PALERMO","female","SICILIA 1 - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-11-06 13:19:02
"http://dati.camera.it/ocd/persona.rdf/p308846","AURIEMMA","CARMELA","19810703","nato a MADDALONI, CASERTA, CAMPANIA, il 03.07.1981","MADDALONI","female","CAMPANIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",2025-11-06 13:19:04
"http://dati.camera.it/ocd/persona.rdf/p308846","AURIEMMA","CARMELA","19810703","nato a MADDALONI, CASERTA, CAMPANIA, il 03.07.1981","MADDALONI","female","CAMPANIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","GIUNTA DELLE ELEZIONI",2025-11-06 13:19:04
"http://dati.camera.it/ocd/persona.rdf/p308846","AURIEMMA","CARMELA","19810703","nato a MADDALONI, CASERTA, CAMPANIA, il 03.07.1981","MADDALONI","female","CAMPANIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI",2025-11-06 13:19:04
"http://dati.camera.it/ocd/persona.rdf/p308846","AURIEMMA","CARMELA","19810703","nato a MADDALONI, CASERTA, CAMPANIA, il 03.07.1981","MADDALONI","female","CAMPANIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2025-11-06 13:19:04
"http://dati.camera.it/ocd/persona.rdf/p307863","PELLEGRINI","MARCO","19640730","nato a FOGGIA, FOGGIA, PUGLIA, il 30.07.1964","FOGGIA","male","PUGLIA - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI VIGILANZA SULL'ANAGRAFE TRIBUTARIA",2025-11-07 13:19:38
"http://dati.camera.it/ocd/persona.rdf/p307863","PELLEGRINI","MARCO","19640730","nato a FOGGIA, FOGGIA, PUGLIA, il 30.07.1964","FOGGIA","male","PUGLIA - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","IV COMMISSIONE (DIFESA)",2025-11-07 13:19:38
"http://dati.camera.it/ocd/persona.rdf/p307863","PELLEGRINI","MARCO","19640730","nato a FOGGIA, FOGGIA, PUGLIA, il 30.07.1964","FOGGIA","male","PUGLIA - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMITATO PARLAMENTARE PER LA SICUREZZA DELLA REPUBBLICA",2025-11-07 13:19:38
"http://dati.camera.it/ocd/persona.rdf/p308858","CHERCHI","SUSANNA","19551223","nato a IGLESIAS, CARBONIA-IGLESIAS, SARDEGNA, il 23.12.1955","IGLESIAS","female","SARDEGNA - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","XIII COMMISSIONE (AGRICOLTURA)",2025-11-07 13:19:47
"http://dati.camera.it/ocd/persona.rdf/p308858","CHERCHI","SUSANNA","19551223","nato a IGLESIAS, CARBONIA-IGLESIAS, SARDEGNA, il 23.12.1955","IGLESIAS","female","SARDEGNA - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE PER IL CONTRASTO DEGLI SVANTAGGI DERIVANTI DALL'INSULARITA'",2025-11-07 13:19:47
"http://dati.camera.it/ocd/persona.rdf/p307926","CONTE","GIUSEPPE","19640808","nato a VOLTURARA APPULA, FOGGIA, PUGLIA, il 08.08.1964","VOLTURARA APPULA","male","LOMBARDIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-11-07 13:19:48
"http://dati.camera.it/ocd/persona.rdf/p307926","CONTE","GIUSEPPE","19640808","nato a VOLTURARA APPULA, FOGGIA, PUGLIA, il 08.08.1964","VOLTURARA APPULA","male","LOMBARDIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA GESTIONE DELL'EMERGENZA SANITARIA CAUSATA DALLA DIFFUSIONE EPIDEMICA DEL VIRUS SARS-COV-2 E SULLE MISURE ADOTTATE PER PREVENIRE E AFFRONTARE L'EMERGENZA EPIDEMIOLOGICA DA SARS-COV-2",2025-11-07 13:19:48
"http://dati.camera.it/ocd/persona.rdf/p307892","SANTILLO","AGOSTINO","19741028","nato a CASERTA, CASERTA, CAMPANIA, il 28.10.1974","CASERTA","male","CAMPANIA 2 - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE PER LA SEMPLIFICAZIONE",2025-11-07 13:19:56
"http://dati.camera.it/ocd/persona.rdf/p307892","SANTILLO","AGOSTINO","19741028","nato a CASERTA, CASERTA, CAMPANIA, il 28.10.1974","CASERTA","male","CAMPANIA 2 - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL RISCHIO IDROGEOLOGICO E SISMICO DEL TERRITORIO ITALIANO, SULL'ATTUAZIONE DELLE NORME DI PREVENZIONE E SICUREZZA E SUGLI INTERVENTI DI EMERGENZA E DI RICOSTRUZIONE A SEGUITO DEGLI EVENTI CALAMITOSI VERIFICATISI DALL'ANNO 2019",2025-11-07 13:19:56
"http://dati.camera.it/ocd/persona.rdf/p307892","SANTILLO","AGOSTINO","19741028","nato a CASERTA, CASERTA, CAMPANIA, il 28.10.1974","CASERTA","male","CAMPANIA 2 - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-11-07 13:19:56
"http://dati.camera.it/ocd/persona.rdf/p308845","PENZA","PASQUALINO","19860116","nato a NAPOLI, NAPOLI, CAMPANIA, il 16.01.1986","NAPOLI","male","CAMPANIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI SICUREZZA E SULLO STATO DI DEGRADO DELLE CITTA' E DELLE LORO PERIFERIE",2025-11-08 13:17:22
"http://dati.camera.it/ocd/persona.rdf/p308845","PENZA","PASQUALINO","19860116","nato a NAPOLI, NAPOLI, CAMPANIA, il 16.01.1986","NAPOLI","male","CAMPANIA 1 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2025-11-08 13:17:22
"http://dati.camera.it/ocd/persona.rdf/p307418","SCERRA","FILIPPO","19780325","nato a CATANIA, CATANIA, SICILIA, il 25.03.1978","CATANIA","male","SICILIA 2 - P03","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COLLEGIO DEI QUESTORI",2025-11-08 13:17:22
"http://dati.camera.it/ocd/persona.rdf/p307418","SCERRA","FILIPPO","19780325","nato a CATANIA, CATANIA, SICILIA, il 25.03.1978","CATANIA","male","SICILIA 2 - P03","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","UFFICIO DI PRESIDENZA",2025-11-08 13:17:22
"http://dati.camera.it/ocd/persona.rdf/p307418","SCERRA","FILIPPO","19780325","nato a CATANIA, CATANIA, SICILIA, il 25.03.1978","CATANIA","male","SICILIA 2 - P03","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMITATO DI VIGILANZA SULL'ATTIVITA' DI DOCUMENTAZIONE",2025-11-08 13:17:22
"http://dati.camera.it/ocd/persona.rdf/p307418","SCERRA","FILIPPO","19780325","nato a CATANIA, CATANIA, SICILIA, il 25.03.1978","CATANIA","male","SICILIA 2 - P03","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMITATO PER GLI AFFARI DEL PERSONALE",2025-11-08 13:17:22
"http://dati.camera.it/ocd/persona.rdf/p307418","SCERRA","FILIPPO","19780325","nato a CATANIA, CATANIA, SICILIA, il 25.03.1978","CATANIA","male","SICILIA 2 - P03","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMITATO PER LA SICUREZZA",2025-11-08 13:17:22
"http://dati.camera.it/ocd/persona.rdf/p307418","SCERRA","FILIPPO","19780325","nato a CATANIA, CATANIA, SICILIA, il 25.03.1978","CATANIA","male","SICILIA 2 - P03","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMITATO PER LA COMUNICAZIONE E L'INFORMAZIONE ESTERNA",2025-11-08 13:17:22
"http://dati.camera.it/ocd/persona.rdf/p307418","SCERRA","FILIPPO","19780325","nato a CATANIA, CATANIA, SICILIA, il 25.03.1978","CATANIA","male","SICILIA 2 - P03","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2025-11-08 13:17:22
"http://dati.camera.it/ocd/persona.rdf/p308764","CIANCITTO","FRANCESCO MARIA SALVATORE","19670317","nato a CATANIA, CATANIA, SICILIA, il 17.03.1967","CATANIA","male","SICILIA 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","XII COMMISSIONE (AFFARI SOCIALI)",2025-11-06 13:18:46
"http://dati.camera.it/ocd/persona.rdf/p308764","CIANCITTO","FRANCESCO MARIA SALVATORE","19670317","nato a CATANIA, CATANIA, SICILIA, il 17.03.1967","CATANIA","male","SICILIA 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE PER IL CONTRASTO DEGLI SVANTAGGI DERIVANTI DALL'INSULARITA'",2025-11-06 13:18:46
"http://dati.camera.it/ocd/persona.rdf/p308764","CIANCITTO","FRANCESCO MARIA SALVATORE","19670317","nato a CATANIA, CATANIA, SICILIA, il 17.03.1967","CATANIA","male","SICILIA 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA GESTIONE DELL'EMERGENZA SANITARIA CAUSATA DALLA DIFFUSIONE EPIDEMICA DEL VIRUS SARS-COV-2 E SULLE MISURE ADOTTATE PER PREVENIRE E AFFRONTARE L'EMERGENZA EPIDEMIOLOGICA DA SARS-COV-2",2025-11-06 13:18:46
"http://dati.camera.it/ocd/persona.rdf/p308768","LAMPIS","GIANNI","19880531","nato a CAGLIARI, CAGLIARI, SARDEGNA, il 31.05.1988","CAGLIARI","male","SARDEGNA - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI",2025-11-06 13:18:47
"http://dati.camera.it/ocd/persona.rdf/p308768","LAMPIS","GIANNI","19880531","nato a CAGLIARI, CAGLIARI, SARDEGNA, il 31.05.1988","CAGLIARI","male","SARDEGNA - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI",2025-11-06 13:18:47
"http://dati.camera.it/ocd/persona.rdf/p308768","LAMPIS","GIANNI","19880531","nato a CAGLIARI, CAGLIARI, SARDEGNA, il 31.05.1988","CAGLIARI","male","SARDEGNA - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-11-06 13:18:47
"http://dati.camera.it/ocd/persona.rdf/p308887","MICHELOTTI","FRANCESCO","19830331","nato a COLLE DI VAL D'ELSA, SIENA, TOSCANA, il 31.03.1983","COLLE DI VAL D'ELSA","male","TOSCANA - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",2025-11-06 13:19:03
"http://dati.camera.it/ocd/persona.rdf/p308887","MICHELOTTI","FRANCESCO","19830331","nato a COLLE DI VAL D'ELSA, SIENA, TOSCANA, il 31.03.1983","COLLE DI VAL D'ELSA","male","TOSCANA - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",2025-11-06 13:19:03
"http://dati.camera.it/ocd/persona.rdf/p308887","MICHELOTTI","FRANCESCO","19830331","nato a COLLE DI VAL D'ELSA, SIENA, TOSCANA, il 31.03.1983","COLLE DI VAL D'ELSA","male","TOSCANA - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SUI FATTI ACCADUTI PRESSO LA COMUNITA' «IL FORTETO»",2025-11-06 13:19:03
"http://dati.camera.it/ocd/persona.rdf/p308887","MICHELOTTI","FRANCESCO","19830331","nato a COLLE DI VAL D'ELSA, SIENA, TOSCANA, il 31.03.1983","COLLE DI VAL D'ELSA","male","TOSCANA - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","GIUNTA DELLE ELEZIONI",2025-11-06 13:19:03
"http://dati.camera.it/ocd/persona.rdf/p308887","MICHELOTTI","FRANCESCO","19830331","nato a COLLE DI VAL D'ELSA, SIENA, TOSCANA, il 31.03.1983","COLLE DI VAL D'ELSA","male","TOSCANA - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2025-11-06 13:19:03
"http://dati.camera.it/ocd/persona.rdf/p308805","BALDELLI","ANTONIO","19710624","nato a ANCONA, ANCONA, MARCHE, il 24.06.1971","ANCONA","male","MARCHE - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI",2025-11-06 13:19:04
"http://dati.camera.it/ocd/persona.rdf/p308805","BALDELLI","ANTONIO","19710624","nato a ANCONA, ANCONA, MARCHE, il 24.06.1971","ANCONA","male","MARCHE - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PER LA LEGISLAZIONE",2025-11-06 13:19:04
"http://dati.camera.it/ocd/persona.rdf/p308805","BALDELLI","ANTONIO","19710624","nato a ANCONA, ANCONA, MARCHE, il 24.06.1971","ANCONA","male","MARCHE - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","GIUNTA PER IL REGOLAMENTO",2025-11-06 13:19:04
"http://dati.camera.it/ocd/persona.rdf/p308805","BALDELLI","ANTONIO","19710624","nato a ANCONA, ANCONA, MARCHE, il 24.06.1971","ANCONA","male","MARCHE - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2025-11-06 13:19:04
"http://dati.camera.it/ocd/persona.rdf/p308905","MAERNA","NOVO UMBERTO","19560906","nato a MILANO, MILANO, LOMBARDIA, il 06.09.1956","MILANO","male","LOMBARDIA 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI LAVORO IN ITALIA, SULLO SFRUTTAMENTO E SULLA TUTELA DELLA SALUTE E DELLA SICUREZZA NEI LUOGHI DI LAVORO PUBBLICI E PRIVATI",2025-11-06 13:19:18
"http://dati.camera.it/ocd/persona.rdf/p308905","MAERNA","NOVO UMBERTO","19560906","nato a MILANO, MILANO, LOMBARDIA, il 06.09.1956","MILANO","male","LOMBARDIA 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)",2025-11-06 13:19:18
"http://dati.camera.it/ocd/persona.rdf/p308937","BUONGUERRIERI","ALICE","19780904","nato a BAGNO DI ROMAGNA, FORLÌ-CESENA, EMILIA-ROMAGNA, il 04.09.1978","BAGNO DI ROMAGNA","female","EMILIA-ROMAGNA - P03","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",2025-11-06 13:19:19
"http://dati.camera.it/ocd/persona.rdf/p308937","BUONGUERRIERI","ALICE","19780904","nato a BAGNO DI ROMAGNA, FORLÌ-CESENA, EMILIA-ROMAGNA, il 04.09.1978","BAGNO DI ROMAGNA","female","EMILIA-ROMAGNA - P03","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL RISCHIO IDROGEOLOGICO E SISMICO DEL TERRITORIO ITALIANO, SULL'ATTUAZIONE DELLE NORME DI PREVENZIONE E SICUREZZA E SUGLI INTERVENTI DI EMERGENZA E DI RICOSTRUZIONE A SEGUITO DEGLI EVENTI CALAMITOSI VERIFICATISI DALL'ANNO 2019",2025-11-06 13:19:19
"http://dati.camera.it/ocd/persona.rdf/p308937","BUONGUERRIERI","ALICE","19780904","nato a BAGNO DI ROMAGNA, FORLÌ-CESENA, EMILIA-ROMAGNA, il 04.09.1978","BAGNO DI ROMAGNA","female","EMILIA-ROMAGNA - P03","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","GIUNTA DELLE ELEZIONI",2025-11-06 13:19:19
"http://dati.camera.it/ocd/persona.rdf/p308937","BUONGUERRIERI","ALICE","19780904","nato a BAGNO DI ROMAGNA, FORLÌ-CESENA, EMILIA-ROMAGNA, il 04.09.1978","BAGNO DI ROMAGNA","female","EMILIA-ROMAGNA - P03","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","II COMMISSIONE (GIUSTIZIA)",2025-11-06 13:19:19
"http://dati.camera.it/ocd/persona.rdf/p308937","BUONGUERRIERI","ALICE","19780904","nato a BAGNO DI ROMAGNA, FORLÌ-CESENA, EMILIA-ROMAGNA, il 04.09.1978","BAGNO DI ROMAGNA","female","EMILIA-ROMAGNA - P03","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA GESTIONE DELL'EMERGENZA SANITARIA CAUSATA DALLA DIFFUSIONE EPIDEMICA DEL VIRUS SARS-COV-2 E SULLE MISURE ADOTTATE PER PREVENIRE E AFFRONTARE L'EMERGENZA EPIDEMIOLOGICA DA SARS-COV-2",2025-11-06 13:19:19
"http://dati.camera.it/ocd/persona.rdf/p308927","RUSSO","GAETANA","19810425","nato a FIDENZA, PARMA, EMILIA-ROMAGNA, il 25.04.1981","FIDENZA","female","EMILIA-ROMAGNA - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI LAVORO IN ITALIA, SULLO SFRUTTAMENTO E SULLA TUTELA DELLA SALUTE E DELLA SICUREZZA NEI LUOGHI DI LAVORO PUBBLICI E PRIVATI",2025-11-06 13:19:19
